arr_size,avg_partition_size
98500,46883.601562
98600,46539.601562
98700,46554.601562
98800,45807.000000
98900,46259.398438
99000,46302.800781
99100,45869.000000
99200,46357.199219
99300,45980.898438
99400,47278.398438
99500,47008.000000
99600,46965.398438
99700,47108.300781
99800,47516.101562
99900,47235.101562
100000,47199.699219
